epoch,lr,decay_count,train_loss,chat_peak_dist_mean,chat_psr_agg,wordwolfexp_peak_dist_mean,wordwolfexp_psr_agg,grpmtg_peak_dist_mean,grpmtg_psr_agg,overall_peak_dist_mean,epoch_seconds
1,0.001,0,0.005061003925645714,6.495251342689361,0.7369791666666666,9.215850899759278,0.6826388888888889,7.066271488395024,0.6135850694444445,7.5924579102812215,1023.3820436000824
2,0.001,0,0.004715611943358356,6.444116984247303,0.7387152777777778,9.25567247857813,0.6803819444444444,6.917136784355115,0.6131944444444444,7.53897541572685,1023.8928351402283
3,0.001,0,0.004651228627969983,6.30416506197174,0.7400173611111112,9.15525541853744,0.6831597222222222,7.013192291729685,0.609157986111111,7.490870924079622,1022.8532817363739
4,0.001,0,0.004589974745793468,6.417739709263052,0.7391493055555556,9.350645239921999,0.6727430555555556,7.15952031360499,0.6059027777777779,7.64263508759668,1022.7442591190338
5,0.001,0,0.004523610274717377,6.5146341876073155,0.7348090277777778,9.172367913494998,0.68125,6.8733943697696205,0.6094618055555556,7.520132156957312,1022.7672057151794
6,0.001,0,0.004467620034290101,6.556176205032992,0.7317708333333334,9.203099673143557,0.6800347222222222,6.922476489860218,0.6038194444444445,7.5605841226789225,1022.9413709640503
7,0.0005,1,0.004276248589549348,6.651252693385291,0.7278645833333333,9.817798590646841,0.6501736111111112,7.243678729754509,0.5885416666666666,7.9042433379288815,1023.0808622837067
8,0.0005,1,0.004137219415765627,7.66560794164552,0.67578125,9.469293105347795,0.6685763888888889,7.260630892679843,0.5853732638888889,8.131843979891052,1023.2484369277954
9,0.0005,1,0.004035403866488766,7.1366864446287455,0.703125,10.12388497785482,0.6376736111111111,7.302498579559646,0.5810763888888888,8.187690000681071,1023.2776210308075
10,0.00025,2,0.0038295209940453464,7.937781883722988,0.665798611111111,11.124785841439818,0.596875,7.523357192596371,0.5696180555555556,8.861974972586394,1023.2375712394714
11,0.00025,2,0.003696420537432242,7.502842131799481,0.6875,10.631020556381616,0.6201388888888889,7.654545421957483,0.5614149305555556,8.59613603671286,1023.1740322113037
12,0.00025,2,0.0035998593783524335,7.707748637640801,0.6753472222222222,11.678983374881033,0.5809027777777778,7.526149373563495,0.5685763888888888,8.970960462028442,1023.1624438762665
13,0.000125,3,0.0034397201042240884,8.362080866410231,0.6458333333333334,12.29177160929162,0.559375,7.673383648631151,0.5579861111111111,9.442412041444335,1023.2454116344452
14,0.000125,3,0.003335122669442947,8.170623023423765,0.6536458333333334,11.935359749006011,0.5713541666666666,7.756731511589428,0.5524739583333333,9.287571428006402,1023.2577216625214
15,0.000125,3,0.0032511497785220143,8.101263442218636,0.6558159722222222,11.400227752133812,0.5881944444444445,7.687048860081537,0.555078125,9.062846684811328,1023.2644679546356
