epoch,lr,decay_count,train_loss,val_loss,val_peak_dist_t1,val_peak_dist_t2,val_peak_dist_t3,val_peak_dist_t4,val_psr_k5_5_t1,val_psr_k5_5_t2,val_psr_k5_5_t3,val_psr_k5_5_t4,val_peak_dist_mean,val_psr_aggregate,epoch_seconds
1,0.001,0,0.006617147201486961,0.003507981799837006,5.767193906947092,6.231317450742055,6.813217861382047,7.41482853597941,0.7779605263157895,0.7384868421052632,0.7138157894736842,0.6858552631578947,6.556639438762651,0.7290296052631579,53.4956796169281
2,0.001,0,0.0037006614691171363,0.003352247546181867,5.506177145940504,6.219473683998641,6.524370302246953,6.963700160965271,0.7861842105263158,0.7450657894736842,0.7319078947368421,0.7039473684210527,6.303430323287842,0.7417763157894737,38.67363739013672
3,0.001,0,0.003607258586552591,0.0033203127156747015,5.434391350100941,6.309646914249702,6.598034778357696,6.917472076378471,0.7845394736842105,0.7368421052631579,0.7220394736842105,0.712171052631579,6.314886279771702,0.7388980263157894,38.692078590393066
4,0.001,0,0.0035465236429063325,0.0032933465891370646,5.325401330168168,6.0369209152654175,6.47870746933548,6.931913160360284,0.787828947368421,0.7532894736842105,0.7302631578947368,0.7088815789473685,6.193235718782337,0.7450657894736842,38.6963996887207
5,0.001,0,0.0035246708700484826,0.0033068084035460885,5.405586519370509,6.011996101831691,6.431478621654896,6.689808587103696,0.7845394736842105,0.7549342105263158,0.7368421052631579,0.7138157894736842,6.134717457490198,0.747532894736842,38.680527687072754
6,0.001,0,0.003500195303726015,0.003263602302850861,5.249051481593869,6.005762900337068,6.317413499952624,6.8090057840944835,0.787828947368421,0.7582236842105263,0.7368421052631579,0.7138157894736842,6.095308416494512,0.7491776315789473,38.69447565078735
7,0.001,0,0.003474925786195045,0.00327118165104797,5.236385216295859,6.0030014861685,6.463014758094615,6.78421439336396,0.7927631578947368,0.7532894736842105,0.7319078947368421,0.7105263157894737,6.121653963480734,0.7471217105263157,38.69420647621155
8,0.001,0,0.0034678409671030155,0.0032635675743222237,5.148728244781607,6.023280118505167,6.447917816233022,6.703554265204087,0.7944078947368421,0.7516447368421053,0.7302631578947368,0.7138157894736842,6.080870111180971,0.747532894736842,38.700217723846436
9,0.001,0,0.003436784280556671,0.003276510899396319,5.326869753378671,6.211758760459724,6.538181981623008,6.934372670804883,0.7911184210526315,0.7467105263157895,0.7286184210526315,0.7088815789473685,6.252795791566571,0.7438322368421053,38.697020530700684
10,0.001,0,0.003409988325325906,0.0032775989660110915,5.473953015334297,6.289599640464074,6.44126519678191,6.837240514924369,0.7861842105263158,0.7401315789473685,0.7319078947368421,0.7072368421052632,6.260514591876163,0.7413651315789475,38.72699475288391
11,0.001,0,0.00340170009468183,0.003294089453687009,5.357321030707839,6.291342408667088,6.77350837934208,6.898104314534611,0.7927631578947368,0.7450657894736842,0.7203947368421053,0.7105263157894737,6.330069033312904,0.7421875,38.691447019577026
12,0.0005,1,0.003277274689930414,0.003344508843790544,5.431184461566191,6.710938159827135,7.12337461081984,7.659941811821146,0.7861842105263158,0.7236842105263158,0.7006578947368421,0.6759868421052632,6.731359761008578,0.7216282894736843,38.685412883758545
13,0.0005,1,0.003214016377936164,0.003419518507526893,5.430643721625418,6.486967988648014,7.170327943427926,7.534066833405787,0.7861842105263158,0.7335526315789473,0.6957236842105263,0.6743421052631579,6.655501621776787,0.7224506578947368,38.71189737319946
14,0.0005,1,0.0031608418993734192,0.0033550314409168144,5.567625186785392,6.2950404488338405,6.502791802199944,7.018880877672407,0.78125,0.7401315789473685,0.7302631578947368,0.7055921052631579,6.346084578872896,0.7393092105263158,38.68078589439392
15,0.00025,2,0.0029628562981530364,0.003656269222694008,5.4961168582755615,7.897040100165725,8.71700780830176,8.918595553171954,0.78125,0.6710526315789473,0.625,0.6151315789473685,7.75719007997875,0.673108552631579,38.71642208099365
16,0.00025,2,0.0028407933506908833,0.003708086809829662,5.334871629216724,7.380936627834267,8.33672066449916,8.623624933715288,0.7927631578947368,0.6907894736842105,0.6414473684210527,0.625,7.419038463816359,0.6875,38.71394443511963
17,0.00025,2,0.0027268640098846338,0.003781205398569766,5.3395573996851,7.296351192791451,8.459753576492664,8.813422957661615,0.787828947368421,0.6957236842105263,0.6398026315789473,0.6200657894736842,7.477271281657707,0.6858552631578947,38.72153115272522
18,0.000125,3,0.002566791272681021,0.0038362787791380755,6.091878256390801,7.479222318949475,8.43576580511544,8.799476881926434,0.7549342105263158,0.6907894736842105,0.6381578947368421,0.6217105263157895,7.7015858155955375,0.6763980263157895,38.721760749816895
19,0.000125,3,0.0025137234730028563,0.0040277695699938035,6.038925575263886,7.985400119252434,9.319278712300804,9.764404108260436,0.7598684210526315,0.6694078947368421,0.5986842105263158,0.5789473684210527,8.27700212876939,0.6517269736842105,38.70366096496582
20,0.000125,3,0.0024292600130178654,0.004031550077917545,6.348745729199012,8.060837016452318,9.094514789857593,9.42429652692466,0.7467105263157895,0.6611842105263158,0.6085526315789473,0.5855263157894737,8.232098515608396,0.6504934210526316,38.72530555725098
