epoch,train_loss,test_loss,test_peak_dist_t1,test_peak_dist_t2,test_peak_dist_t3,test_peak_dist_t4,test_psr_k5_5_t1,test_psr_k5_5_t2,test_psr_k5_5_t3,test_psr_k5_5_t4,test_psr_aggregate
1,0.007921536041433969,0.0036774063727965482,5.616216833113867,6.74295371655265,6.759204942683152,7.238608172791131,0.7796052631578947,0.7286184210526315,0.71875,0.6957236842105263,0.730674342105263
2,0.0037855531799077,0.003434486442098492,5.583493599283537,6.3608838617799845,6.802987646916732,7.417084442339547,0.78125,0.7417763157894737,0.7171052631578947,0.6858552631578947,0.7314967105263157
3,0.0036366315332153885,0.003358184065865843,5.422140890171762,6.222967058573974,6.458489377022843,6.954641617509443,0.7911184210526315,0.7516447368421053,0.7269736842105263,0.7039473684210527,0.7434210526315789
4,0.0035849976049767015,0.0033136954849683924,5.337396390460662,6.17814414501323,6.610310361266519,7.029349293664364,0.7894736842105263,0.75,0.7269736842105263,0.6990131578947368,0.7413651315789473
5,0.0035630323440453953,0.003325936200685407,5.252455538540458,6.180657540546766,6.57824752031308,7.054682297716379,0.7927631578947368,0.743421052631579,0.7302631578947368,0.6990131578947368,0.7413651315789473
6,0.0035271203809145077,0.0033577570912281147,5.348172906088539,6.264699425265123,6.5784156166632215,7.003176110011114,0.7894736842105263,0.7483552631578947,0.725328947368421,0.7006578947368421,0.740953947368421
7,0.0034918222108145775,0.0032919521541579775,5.596143159604321,6.191262777142529,6.520830320976155,6.95378848656518,0.7779605263157895,0.7467105263157895,0.7351973684210527,0.7088815789473685,0.7421875000000001
8,0.003493319849550559,0.0033667661788824355,5.419038033891404,6.209891903113743,6.392540488620395,6.821620949058073,0.7861842105263158,0.7483552631578947,0.7319078947368421,0.71875,0.7462993421052632
9,0.0034636694562328123,0.0032798873971363433,5.384647547638298,6.139975082385942,6.195952928446071,6.715409036013574,0.7861842105263158,0.75,0.7401315789473685,0.7203947368421053,0.7491776315789475
10,0.0034384108122788083,0.0032884170497326473,5.333661957208007,6.243804112981305,6.531074214086755,6.821389450581191,0.787828947368421,0.7450657894736842,0.7286184210526315,0.712171052631579,0.743421052631579
11,0.0033942668657564656,0.003370422551310376,5.64096008894543,6.213822538330493,6.416794721663329,6.899903390943793,0.7680921052631579,0.7450657894736842,0.7302631578947368,0.7072368421052632,0.7376644736842105
12,0.0033725770601992448,0.0033027212944273885,5.376525135875334,6.197450290679858,6.584014679262137,6.738909514852734,0.7861842105263158,0.7450657894736842,0.725328947368421,0.712171052631579,0.7421875
13,0.003325014807366205,0.0033593920280078522,5.323871263890243,6.48102905009186,6.82160192530705,7.221371924909901,0.7828947368421053,0.7351973684210527,0.712171052631579,0.6924342105263158,0.7306743421052633
14,0.0032719211004550944,0.0032972031714100587,5.800708325847488,6.28148983939264,6.262962027417172,6.827399869072541,0.7664473684210527,0.7401315789473685,0.743421052631579,0.71875,0.7421875
15,0.0032338242056825874,0.0033950805541520055,5.7123469067374115,6.538982154488438,6.669646881157595,7.208163567004384,0.7730263157894737,0.7335526315789473,0.725328947368421,0.6990131578947368,0.7327302631578947
16,0.0031614424737983317,0.0035194854104989453,5.703741281764966,6.5665327643038145,7.3561523524621855,7.633434188904457,0.7730263157894737,0.7335526315789473,0.6907894736842105,0.6710526315789473,0.7171052631578947
17,0.003086761170123493,0.0034547297676142895,5.629513509902473,6.5503251923095,6.965208821751711,7.532066118472283,0.774671052631579,0.7269736842105263,0.7088815789473685,0.680921052631579,0.7228618421052633
18,0.0030063666906259253,0.003553091830230857,5.938068609165998,7.297018012603511,7.8877375348321666,8.75331046534643,0.7582236842105263,0.6875,0.6611842105263158,0.6233552631578947,0.6825657894736842
19,0.002930876162180996,0.0036337505780944697,5.596802545583575,6.511134277382321,7.889535261571342,8.402947232450197,0.7796052631578947,0.7319078947368421,0.6694078947368421,0.6348684210526315,0.7039473684210525
