epoch,train_loss,train_peak_dist_mean,train_psr_agg,epoch_seconds
86,0.001450708874644271,2.608152970050765,0.9237616701244813,175.5077109336853
87,0.0014306951785185741,2.5759413432745975,0.925486255186722,175.69744729995728
88,0.0014233475148144538,2.560164109292027,0.9261086618257262,175.70614337921143
89,0.0014046909943555338,2.5494101407675953,0.9269774377593362,175.4515459537506
90,0.0013715446107881724,2.490919264999836,0.9291299273858922,175.53917717933655
91,0.0013561482138881515,2.496675045771492,0.9293892634854772,175.755450963974
92,0.0013596151192204957,2.4777630258493515,0.9293373962655602,175.5035138130188
93,0.0013598898419901666,2.507285098767589,0.9280536825726141,175.45702242851257
94,0.001337474939718657,2.4512695111035923,0.9313602178423237,175.44360613822937
95,0.0013333358692731786,2.4737798961101376,0.9307442946058092,175.64285254478455
96,0.0013090479790515178,2.4305786452099136,0.9318010892116183,175.58935284614563
97,0.001267863173497632,2.3991841851521,0.9337979771784233,175.4400770664215
98,0.0012881077287421093,2.4160835213264273,0.9327800829875519,175.45626068115234
99,0.0012830293509834814,2.3967451231463115,0.9334608402489626,175.42614936828613
100,0.001253542516678108,2.3552983313422304,0.9347834543568465,175.6652340888977
