epoch,train_loss,test_loss,test_peak_dist_t1,test_peak_dist_t2,test_peak_dist_t3,test_peak_dist_t4,test_psr_k5_5_t1,test_psr_k5_5_t2,test_psr_k5_5_t3,test_psr_k5_5_t4,test_psr_aggregate
1,0.0937896257652989,0.028823471007247765,45.558964878716246,43.14828421996126,43.14894323366374,43.14145758159702,0.0,0.0,0.0,0.0,0.0
2,0.01916689904301234,0.01441671388844649,45.1214065671444,43.14828421996126,43.14894323366374,43.14145758159702,0.010416666666666666,0.008996212121212122,0.000946969696969697,0.0,0.005089962121212121
3,0.011921358298299448,0.010389823424206539,18.254641334706783,24.150134619362756,26.235585724753108,28.552635537895245,0.6160037878787878,0.5838068181818182,0.5658143939393939,0.5558712121212122,0.580374053030303
4,0.009467746442851593,0.0086545345839113,8.922683037088763,10.633017675629809,11.24481897079903,12.387572817457935,0.6567234848484849,0.5989583333333334,0.5738636363636364,0.5572916666666666,0.5967092803030303
5,0.008271753889561261,0.007679370330703078,8.387819702891287,9.603968361948995,10.076493657483367,10.789480384730831,0.681344696969697,0.6084280303030303,0.5795454545454546,0.5615530303030303,0.607717803030303
6,0.0075690640857056625,0.007065592037344521,8.175301992304087,9.630919232736318,10.12321136277543,10.644640031873733,0.6898674242424242,0.6117424242424242,0.584280303030303,0.5653409090909091,0.6128077651515151
7,0.007078590192041307,0.006614909140449582,7.85305055767727,9.59082992301311,10.027622508781931,10.557096323582332,0.6964962121212122,0.6122159090909091,0.5838068181818182,0.5658143939393939,0.6145833333333334
8,0.006705727057074601,0.006270246319190571,7.774863049434354,9.557364287621454,10.014086311573626,10.561434871380856,0.6988636363636364,0.6145833333333334,0.5847537878787878,0.5672348484848485,0.6163589015151515
9,0.006406845372732518,0.005976579483654915,7.691196001068929,9.434371328159806,10.059179076289004,10.520946802483323,0.7017045454545454,0.6207386363636364,0.5890151515151515,0.5658143939393939,0.6193181818181818
10,0.006158563215988425,0.005740721053867178,7.644042444164289,9.387835935242546,10.042724293732109,10.517803155314844,0.7017045454545454,0.6207386363636364,0.5880681818181818,0.5691287878787878,0.6199100378787878
11,0.005948928823729731,0.005536011963461836,7.606479976112575,9.374809181626302,10.04667123432113,10.464356011734354,0.7040719696969697,0.6207386363636364,0.5890151515151515,0.5700757575757576,0.6209753787878787
12,0.005767229091868086,0.0053671745611636925,7.589584245058506,9.27365811360023,10.019545057488784,10.570864170310777,0.7054924242424242,0.618844696969697,0.5857007575757576,0.5691287878787878,0.6197916666666666
13,0.005607410713081371,0.005201737671582537,7.521975655920406,9.27219067825271,10.000948359606982,10.48163885737052,0.7083333333333334,0.6212121212121212,0.5852272727272727,0.5700757575757576,0.6212121212121212
14,0.005467089811023676,0.005090335514537539,7.492149356852316,9.227975438950383,10.011335323043117,10.54265250449718,0.7088068181818182,0.6207386363636364,0.5866477272727273,0.568655303030303,0.6212121212121212
15,0.0053427372394867665,0.0049537833794161224,7.520841586099143,9.256751326116001,10.04040889525998,10.525182571777071,0.7097537878787878,0.6207386363636364,0.5847537878787878,0.5696022727272727,0.6212121212121212
