epoch,lr,decay_count,train_loss,val_loss,val_peak_dist_t1,val_peak_dist_t2,val_peak_dist_t3,val_peak_dist_t4,val_psr_k5_5_t1,val_psr_k5_5_t2,val_psr_k5_5_t3,val_psr_k5_5_t4,val_peak_dist_mean,val_psr_aggregate,epoch_seconds
1,0.001,0,0.008116068835601786,0.0036989718822664336,5.675566335738701,6.520092212707256,6.793722926141144,7.2584059545274355,0.78125,0.7417763157894737,0.7171052631578947,0.6973684210526315,6.561946857278635,0.7343749999999999,32.418107748031616
2,0.001,0,0.0037731426081090177,0.003504303810921939,5.611931261452417,6.2324545440876635,6.838738075268445,7.36007059474196,0.7828947368421053,0.7549342105263158,0.7220394736842105,0.6907894736842105,6.5107986188876215,0.7376644736842106,27.649620532989502
3,0.001,0,0.003642814664828761,0.0033808316373707434,5.3074896160526075,6.132588494949704,6.477324386106534,7.085964232412084,0.7894736842105263,0.7516447368421053,0.7351973684210527,0.7006578947368421,6.250841682380233,0.7442434210526315,27.6868896484375
4,0.001,0,0.0035890510385516434,0.003354849465387432,5.4231370396420555,6.189621483649989,6.694371928716772,7.092824206127823,0.7861842105263158,0.7483552631578947,0.7269736842105263,0.6990131578947368,6.34998866453416,0.7401315789473685,27.68833637237549
5,0.001,0,0.00356228098798111,0.003372836282084647,5.374625318425243,6.215609618590529,6.623380017675846,6.935565944352314,0.7911184210526315,0.7467105263157895,0.7302631578947368,0.7072368421052632,6.2872952247609835,0.7438322368421053,27.6835515499115
6,0.001,0,0.0035290473786527446,0.0034248764430613895,5.320157543509483,6.347473562955991,6.66539160240891,7.0108676878101885,0.7927631578947368,0.7450657894736842,0.7236842105263158,0.7006578947368421,6.335972599171143,0.7405427631578947,27.731412649154663
7,0.0005,1,0.003467419700573574,0.003275833104884154,5.260521597463264,6.271227035895218,6.441406522395112,6.861367327484584,0.7927631578947368,0.7467105263157895,0.7351973684210527,0.7105263157894737,6.2086306208095445,0.746299342105263,27.689898252487183
8,0.0005,1,0.003454007639276965,0.003279134704682388,5.332727408944538,6.0640244069235,6.326878475838945,6.857318500940727,0.7911184210526315,0.7549342105263158,0.7384868421052632,0.7138157894736842,6.145237198161928,0.7495888157894737,27.71723175048828
9,0.0005,1,0.0034319129103578586,0.003275436067365502,5.3915906143182255,6.1250177630383424,6.459027864943568,6.76077840455997,0.7845394736842105,0.7467105263157895,0.7384868421052632,0.7220394736842105,6.184103661715026,0.7479440789473685,27.781984090805054
10,0.0005,1,0.0034041989283399524,0.0033461846117126314,5.645952565214898,6.51162833572326,6.8024416835254415,6.816844248634304,0.7763157894736842,0.7368421052631579,0.7269736842105263,0.7138157894736842,6.4442167082744755,0.738486842105263,27.723241567611694
11,0.0005,1,0.0033744609804093346,0.0033360846634758147,5.6504382719732265,6.260874207534465,6.581425079752128,6.66594401643437,0.7730263157894737,0.75,0.725328947368421,0.7171052631578947,6.289670393923548,0.7413651315789473,27.699690341949463
12,0.00025,2,0.003286875937473626,0.0033175493958161064,5.499705522726769,6.269426385607367,6.639639010197403,7.095429469180251,0.7730263157894737,0.7450657894736842,0.7203947368421053,0.7006578947368421,6.376050096927948,0.7347861842105263,27.72589373588562
13,0.00025,2,0.0032293550677865083,0.003367296076918903,5.419909129182598,6.422255845120883,6.7519008105685625,7.4201662802496235,0.7828947368421053,0.7384868421052632,0.7171052631578947,0.680921052631579,6.503558016280417,0.7298519736842106,27.694385528564453
14,0.00025,2,0.003148118758224239,0.0034309688122256808,5.5619840593788235,6.765630223470249,7.182385397986777,7.735758315732428,0.7779605263157895,0.7286184210526315,0.694078947368421,0.6677631578947368,6.81143949914207,0.7171052631578947,27.71315097808838
15,0.000125,3,0.0029887927140402532,0.0034635555195180992,5.416175771518399,6.671440109567615,7.298117580928039,7.650683422191448,0.7796052631578947,0.7171052631578947,0.6891447368421053,0.6743421052631579,6.759104221051375,0.7150493421052632,27.71976637840271
16,0.000125,3,0.0028709245817375613,0.003562475088983774,5.648381022510512,6.816101517168873,7.633453766507704,8.148909798010292,0.7697368421052632,0.7138157894736842,0.6776315789473685,0.6546052631578947,7.061711526049345,0.7039473684210527,27.756469011306763
17,0.000125,3,0.0027792040266364153,0.0037327977264986225,5.822567173260963,8.045944699112063,8.701007754412922,8.726312676278576,0.7582236842105263,0.662828947368421,0.6266447368421053,0.6167763157894737,7.8239580757661304,0.6661184210526316,27.741511583328247
