epoch,train_loss,test_loss,test_peak_dist_t1,test_peak_dist_t2,test_peak_dist_t3,test_peak_dist_t4,test_psr_k5_5_t1,test_psr_k5_5_t2,test_psr_k5_5_t3,test_psr_k5_5_t4,test_psr_aggregate
1,0.00498471215627272,0.00526940146049198,10.24882075274933,12.785853589423361,13.097065263773668,13.538951970847762,0.6418269230769231,0.5558894230769231,0.546875,0.5240384615384616,0.567157451923077
2,0.004261092792364876,0.005285865971997667,10.31595330168648,12.944337255602674,13.358670539454105,13.424047613759617,0.640625,0.5480769230769231,0.5294471153846154,0.5282451923076923,0.5615985576923077
3,0.004220607215749789,0.005390947438382472,10.844940591065294,13.094136679061915,13.407659110144312,13.427772856703893,0.6328125,0.5402644230769231,0.5270432692307693,0.5240384615384616,0.5560396634615385
4,0.004187619736297252,0.005321572624290219,10.182426597588906,12.568627314292117,13.236569865870926,13.403735648633345,0.6400240384615384,0.5606971153846154,0.5294471153846154,0.5234375,0.5634014423076923
5,0.004157080841698539,0.005461647452858205,11.32334435162927,13.234905384099452,13.386550746246268,13.398516462420794,0.609375,0.5354567307692307,0.5240384615384616,0.5222355769230769,0.5477764423076923
6,0.004118077934081022,0.005622466399262731,12.90770838852825,13.466949890492355,13.459880625781949,13.497486622169525,0.5444711538461539,0.5210336538461539,0.5198317307692307,0.5192307692307693,0.5261418269230769
7,0.004081536976961336,0.005487620257414305,11.30342495687013,12.83218502723344,13.187596971326961,13.441387634584629,0.6129807692307693,0.5462740384615384,0.5288461538461539,0.5204326923076923,0.5521334134615385
8,0.004037941303220669,0.005546123102808801,11.312096733967072,13.317628741181473,13.496674364421171,13.463251541008239,0.6069711538461539,0.5300480769230769,0.5222355769230769,0.5228365384615384,0.5455228365384616
9,0.003978994720672971,0.005494932021694974,10.729312301600268,13.009589513283714,13.205480215063691,13.55107560810995,0.6243990384615384,0.5420673076923077,0.5360576923076923,0.5210336538461539,0.5558894230769231
10,0.003922289100120993,0.005771156839238336,11.548875365383584,13.383228780380838,13.442885645367634,13.617905774455542,0.5901442307692307,0.5246394230769231,0.5216346153846154,0.5162259615384616,0.5381610576923077
11,0.0038586241048210947,0.005794580694502936,11.815402041902116,13.29002604584161,13.710788161700803,13.727859092049302,0.5865384615384616,0.5282451923076923,0.5084134615384616,0.5120192307692307,0.5338040865384616
