epoch,lr,decay_count,train_loss,val_loss,val_peak_dist_t1,val_peak_dist_t2,val_peak_dist_t3,val_peak_dist_t4,val_psr_k5_5_t1,val_psr_k5_5_t2,val_psr_k5_5_t3,val_psr_k5_5_t4,val_peak_dist_mean,val_psr_aggregate,epoch_seconds
1,0.001,0,0.01557030357265224,0.0044344481235990925,6.0554271849625865,6.433967278243902,6.965396707138559,7.352163549018627,0.7690972222222223,0.7482638888888888,0.7222222222222222,0.7048611111111112,6.701738679840918,0.7361111111111112,27.273945808410645
2,0.001,0,0.004320427464942138,0.0036840335621188083,5.531919475663241,6.274167921211411,6.672742829280179,7.2376180341934315,0.7829861111111112,0.7465277777777777,0.7291666666666666,0.6961805555555557,6.4291120650870655,0.7387152777777778,26.559966325759888
3,0.001,0,0.00389723019907251,0.0035891894173497954,5.605200774589001,6.310616536733792,6.701745971087682,7.055169556538061,0.78125,0.748263888888889,0.7291666666666666,0.7083333333333334,6.418183209737134,0.7417534722222222,26.651793956756592
4,0.001,0,0.003766183496918529,0.0035777097024644413,5.2860960716174,6.020075919673432,6.5273770144425605,7.152497890717364,0.7951388888888888,0.7586805555555555,0.7378472222222222,0.7048611111111112,6.246511724112689,0.7491319444444444,26.66630268096924
5,0.001,0,0.0036923678785872956,0.0034183127184708915,5.238442676514363,6.079729916677441,6.455010123225734,7.015810593178297,0.7968750000000001,0.7604166666666666,0.7413194444444443,0.7100694444444445,6.197248327398959,0.752170138888889,26.70297336578369
6,0.001,0,0.0036402219673618676,0.0033593844855204225,5.349209077963354,6.060010597345323,6.426759515365539,7.068125203870142,0.7951388888888888,0.7586805555555555,0.734375,0.703125,6.22602609863609,0.747829861111111,26.721593141555786
7,0.001,0,0.0036017423767286043,0.0033187144435942173,5.14523472358492,5.9640981755897675,6.166774044911503,6.770596066163882,0.796875,0.7569444444444445,0.7430555555555557,0.7100694444444445,6.011675752562518,0.7517361111111113,26.73664951324463
8,0.001,0,0.0035898423093991974,0.003369644245443245,5.3700024431822575,6.14606924973481,6.49712217743383,6.790318930971296,0.796875,0.7586805555555555,0.7395833333333334,0.7135416666666666,6.200878200330548,0.7521701388888888,26.742708444595337
9,0.001,0,0.0035565269800523916,0.0033164266884947815,5.2666789587475344,5.875477835732769,6.259840688502895,6.760904236126361,0.7881944444444443,0.7638888888888888,0.7430555555555555,0.7083333333333334,6.04072542977739,0.7508680555555555,26.800201177597046
10,0.001,0,0.0035268010299963257,0.0032863024777422347,5.294626429794699,5.890935987023119,6.08499901371028,6.624937506337982,0.7934027777777778,0.7569444444444445,0.7465277777777777,0.7152777777777778,5.97387473421652,0.7530381944444444,26.78928828239441
11,0.001,0,0.0035059953884532054,0.0032765334472060204,5.150291357218695,5.962081564609817,6.288379280639556,6.729477227698012,0.796875,0.7604166666666666,0.7447916666666666,0.7187499999999999,6.032557357541521,0.7552083333333333,26.796711921691895
12,0.001,0,0.0034851721099888283,0.003289820199521879,5.272730109052257,5.961652579111811,6.2420969640275645,6.604871489422422,0.7916666666666666,0.7552083333333334,0.7447916666666666,0.7239583333333335,6.020337785403513,0.75390625,26.80495548248291
13,0.001,0,0.0034763682051561773,0.003257484990172088,5.283887235331529,5.9596217563012495,6.213606239562957,6.704229522019855,0.7934027777777778,0.7569444444444445,0.7430555555555557,0.717013888888889,6.040336188303898,0.7526041666666667,26.80881357192993
14,0.0005,1,0.003442178829573095,0.0032752545860906443,5.344866081960158,5.928561280638482,6.06390423483279,6.544860277604723,0.7916666666666669,0.7552083333333334,0.75,0.7204861111111112,5.970547968759038,0.7543402777777778,26.812949419021606
15,0.0005,1,0.0033977736990588405,0.0032541685116787753,5.253532040004074,5.973899043972859,6.141908493401785,6.800510441843207,0.7899305555555555,0.7569444444444445,0.7430555555555555,0.7100694444444443,6.042462504805481,0.7499999999999999,26.808645009994507
16,0.0005,1,0.0033738109399564565,0.0032943975723659,5.229721526143613,5.991138741092185,6.127006443949316,6.474328273423346,0.7934027777777778,0.7552083333333334,0.7517361111111112,0.7274305555555555,5.955548746152115,0.7569444444444444,26.81618618965149
17,0.0005,1,0.0033558346098288895,0.0032945959052691856,5.400733999719137,5.98080988318521,6.105069525761035,6.537798446806821,0.782986111111111,0.7534722222222223,0.7447916666666666,0.7239583333333334,6.0061029638680505,0.7513020833333334,26.815922498703003
18,0.0005,1,0.0033463101019151507,0.0033233296514178314,5.158110522574062,6.103289890325942,6.371782141425523,6.76399156520711,0.7934027777777777,0.7465277777777778,0.736111111111111,0.717013888888889,6.09929352988316,0.7482638888888888,26.796432971954346
19,0.0005,1,0.003291933044480781,0.0033404209728663168,5.412553756259474,5.8840693909613035,6.1386210797020935,6.745578878687536,0.7864583333333334,0.7586805555555557,0.748263888888889,0.7204861111111112,6.045205776402602,0.7534722222222223,26.80691695213318
20,0.00025,2,0.0032117016574678323,0.003348029451444745,5.260493266914282,6.085900703835814,6.5515469739206695,7.054889495209383,0.7916666666666666,0.75,0.7256944444444443,0.6892361111111112,6.238207609970037,0.7391493055555555,26.804637670516968
21,0.00025,2,0.003149115111834059,0.003368177800439298,5.311313173988723,6.233239780032027,7.144024557796396,7.710317944521866,0.7916666666666665,0.7361111111111112,0.6875,0.6631944444444445,6.599723864084752,0.7196180555555556,26.840904235839844
22,0.00025,2,0.0030805792193859816,0.0034644032906120024,5.38817986126375,6.7362209611734345,6.639528470535314,7.1665232623521495,0.7881944444444445,0.7170138888888888,0.7118055555555555,0.6909722222222222,6.482613138831162,0.7269965277777778,26.82259249687195
23,0.000125,3,0.002974978225150456,0.0034970044313619533,5.31970727487076,6.875393782147834,7.582614391787118,7.925754024810523,0.7899305555555555,0.7152777777777778,0.6684027777777777,0.6475694444444444,6.925867368404059,0.7052951388888888,26.823319673538208
24,0.000125,3,0.0029219128424301743,0.003527643120226761,5.496166157309561,6.957274054117883,7.7878449349746015,8.104772803839596,0.7829861111111112,0.7048611111111112,0.6631944444444444,0.6475694444444444,7.086514487560411,0.6996527777777779,26.84164595603943
25,0.000125,3,0.00285176905648162,0.0034760543688510856,5.230151204072738,6.495698518644723,7.054264233520757,7.568050895946648,0.7951388888888888,0.7309027777777778,0.6979166666666666,0.6736111111111112,6.587041213046216,0.724392361111111,26.820698738098145
